"muni_code","muni_state","muni_name","comarca","state_codetj","comarca_codetj"
3551009,"SP","são vicente","são vicente","25","0590"
3551108,"SP","sarapuí","itapetininga","25","0269"
3551207,"SP","sarutaiá","piraju","25","0452"
3551306,"SP","sebastianópolis do sul","macaubal","25","0334"
3551405,"SP","serra azul","cravinhos","25","0153"
3551504,"SP","serrana","serrana","25","0596"
3551603,"SP","serra negra","serra negra","25","0595"
3551702,"SP","sertãozinho","sertãozinho","25","0597"
3551702,"SP","sertãozinho","sertãozinho","25","0668"
3551801,"SP","sete barras","registro","25","0495"
3551900,"SP","severínia","olímpia","25","0400"
3551900,"SP","severínia","olímpia","25","0671"
3551900,"SP","severínia","olímpia","25","0700"
3552007,"SP","silveiras","cachoeira paulista","25","0102"
3552007,"SP","silveiras","cachoeira paulista","25","0686"
3552106,"SP","socorro","socorro","25","0601"
3552205,"SP","sorocaba","sorocaba","25","0602"
3552304,"SP","sud mennucci","pereira barreto","25","0439"
3552304,"SP","sud mennucci","pereira barreto","25","0687"
3552403,"SP","sumaré","sumaré","25","0604"
3552502,"SP","suzano","suzano","25","0606"
3552551,"SP","suzanápolis","pereira barreto","25","0439"
3552551,"SP","suzanápolis","pereira barreto","25","0687"
3552601,"SP","tabapuã","tabapuã","25","0607"
3552700,"SP","tabatinga","ibitinga","25","0236"
3552700,"SP","tabatinga","ibitinga","25","0701"
3552809,"SP","taboão da serra","taboão da serra","25","0609"
3552908,"SP","taciba","regente feijó","25","0493"
3553005,"SP","taguaí","fartura","25","0187"
3553104,"SP","taiaçu","jaboticabal","25","0291"
3553203,"SP","taiúva","jaboticabal","25","0291"
3553302,"SP","tambaú","tambaú","25","0614"
3553401,"SP","tanabi","tanabi","25","0615"
3553500,"SP","tapiraí","piedade","25","0443"
3553609,"SP","tapiratiba","caconde","25","0103"
3553658,"SP","taquaral","pitangueiras","25","0459"
3553708,"SP","taquaritinga","taquaritinga","25","0619"
3553807,"SP","taquarituba","taquarituba","25","0620"
3553856,"SP","taquarivaí","itapeva","25","0270"
3553906,"SP","tarabai","pirapozinho","25","0456"
3553955,"SP","tarumã","assis","25","0047"
3553955,"SP","tarumã","assis","25","0674"
3553955,"SP","tarumã","assis","25","0688"
3554003,"SP","tatuí","tatuí","25","0624"
3554003,"SP","tatuí","tatuí","25","0672"
3554003,"SP","tatuí","tatuí","25","0693"
3554102,"SP","taubaté","taubaté","25","0625"
3554201,"SP","tejupá","piraju","25","0452"
3554300,"SP","teodoro sampaio","teodoro sampaio","25","0627"
3554409,"SP","terra roxa","viradouro","25","0660"
3554508,"SP","tietê","tietê","25","0629"
3554607,"SP","timburi","piraju","25","0452"
3554656,"SP","torre de pedra","porangaba","25","0470"
3554656,"SP","torre de pedra","porangaba","25","0669"
3554706,"SP","torrinha","brotas","25","0095"
3554755,"SP","trabiju","ribeirão bonito","25","0498"
3554755,"SP","trabiju","ribeirão bonito","25","0692"
3554805,"SP","tremembé","tremembé","25","0634"
3554904,"SP","três fronteiras","santa fé do sul","25","0541"
3554904,"SP","três fronteiras","santa fé do sul","25","0689"
3554953,"SP","tuiuti","bragança paulista","25","0099"
3555000,"SP","tupã","tupã","25","0637"
3555109,"SP","tupi paulista","tupi paulista","25","0638"
3555208,"SP","turiúba","buritama","25","0097"
3555307,"SP","turmalina","estrela d'oeste","25","0185"
3555356,"SP","ubarana","josé bonifácio","25","0306"
3555406,"SP","ubatuba","ubatuba","25","0642"
3555505,"SP","ubirajara","duartina","25","0169"
3555604,"SP","uchoa","são josé do rio preto","25","0576"
3555604,"SP","uchoa","são josé do rio preto","25","0675"
3555703,"SP","união paulista","macaubal","25","0334"
3555802,"SP","urânia","urânia","25","0646"
3555901,"SP","uru","pirajuí","25","0453"
3556008,"SP","urupês","urupês","25","0648"
3556107,"SP","valentim gentil","votuporanga","25","0664"
3556107,"SP","valentim gentil","votuporanga","25","0690"
3556206,"SP","valinhos","valinhos","25","0650"
3556305,"SP","valparaíso","valparaíso","25","0651"
3556354,"SP","vargem","bragança paulista","25","0099"
3556404,"SP","vargem grande do sul","vargem grande do sul","25","0653"
3556453,"SP","vargem grande paulista","vargem grande paulista","25","0654"
3556503,"SP","várzea paulista","várzea paulista","25","0655"
3556602,"SP","vera cruz","marília","25","0344"
3556701,"SP","vinhedo","vinhedo","25","0659"
3556800,"SP","viradouro","viradouro","25","0660"
3556909,"SP","vista alegre do alto","pirangi","25","0698"
3556958,"SP","vitória brasil","jales","25","0297"
3556958,"SP","vitória brasil","jales","25","0697"
3557006,"SP","votorantim","votorantim","25","0663"
3557105,"SP","votuporanga","votuporanga","25","0664"
3557105,"SP","votuporanga","votuporanga","25","0690"
3557154,"SP","zacarias","buritama","25","0097"
3557204,"SP","chavantes","chavantes","25","0140"
3557303,"SP","estiva gerbi","mogi-guaçu","25","0362"
